sales_key,order_id,date_key,time_key,pizza_key,weather_key,quantity,unit_price,line_revenue
42,16,20150101,13,18,1,1,20.75,20.75
43,17,20150101,13,3,1,1,20.75,20.75
44,17,20150101,13,47,1,1,16.25,16.25
45,17,20150101,13,72,1,1,18.5,18.5
46,17,20150101,13,74,1,1,14.75,14.75
47,17,20150101,13,50,1,1,16.5,16.5
48,17,20150101,13,79,1,1,12.75,12.75
49,17,20150101,13,83,1,2,16.0,32.0
50,17,20150101,13,87,1,1,20.25,20.25
51,17,20150101,13,52,1,1,12.5,12.5
52,17,20150101,13,93,1,1,20.25,20.25
53,18,20150101,13,33,1,1,20.5,20.5
54,19,20150101,13,30,1,1,20.5,20.5
55,19,20150101,13,60,1,1,20.25,20.25
56,20,20150101,14,19,5,1,12.0,12.0
57,20,20150101,14,72,5,1,18.5,18.5
58,21,20150101,14,30,5,1,20.5,20.5
59,22,20150101,14,72,5,1,18.5,18.5
60,22,20150101,14,29,5,1,16.0,16.0
61,22,20150101,14,15,5,1,20.75,20.75
62,23,20150101,14,13,5,1,12.75,12.75
63,24,20150101,14,2,5,1,16.75,16.75
64,24,20150101,14,29,5,1,16.0,16.0
65,24,20150101,14,38,5,1,12.5,12.5
66,24,20150101,14,55,5,1,12.5,12.5
67,25,20150101,14,59,5,1,16.25,16.25
68,25,20150101,14,18,5,1,20.75,20.75
69,26,20150101,14,22,5,1,12.0,12.0
70,26,20150101,14,96,5,1,20.25,20.25
71,27,20150101,15,3,1,1,20.75,20.75
72,27,20150101,15,23,1,1,16.0,16.0
73,27,20150101,15,93,1,1,20.25,20.25
74,28,20150101,15,7,1,1,12.75,12.75
75,29,20150101,15,76,1,1,12.0,12.0
76,30,20150101,15,18,1,1,20.75,20.75
77,31,20150101,15,86,1,1,16.0,16.0
78,31,20150101,15,37,1,1,9.75,9.75
79,32,20150101,15,19,1,1,12.0,12.0
80,32,20150101,15,78,1,1,20.25,20.25
81,32,20150101,15,30,1,1,20.5,20.5
82,32,20150101,15,50,1,1,16.5,16.5
83,33,20150101,15,3,1,1,20.75,20.75
84,33,20150101,15,76,1,1,12.0,12.0
85,34,20150101,16,40,5,1,12.0,12.0
86,35,20150101,16,77,5,1,16.0,16.0
87,35,20150101,16,36,5,1,17.5,17.5
88,35,20150101,16,38,5,1,12.5,12.5
89,35,20150101,16,18,5,1,20.75,20.75
90,36,20150101,16,2,5,1,16.75,16.75
91,36,20150101,16,23,5,1,16.0,16.0
92,37,20150101,16,51,5,1,20.75,20.75
93,37,20150101,16,87,5,1,20.25,20.25
94,38,20150101,17,25,5,1,10.5,10.5
95,38,20150101,17,30,5,1,20.5,20.5
96,39,20150101,17,51,5,1,20.75,20.75
97,40,20150101,17,75,5,1,17.95,17.95
98,40,20150101,17,13,5,1,12.75,12.75
99,41,20150101,17,74,5,1,14.75,14.75
100,41,20150101,17,76,5,1,12.0,12.0
101,42,20150101,17,19,5,1,12.0,12.0
102,42,20150101,17,72,5,1,18.5,18.5
103,42,20150101,17,87,5,1,20.25,20.25
104,42,20150101,17,53,5,1,16.5,16.5
105,43,20150101,17,8,5,1,16.75,16.75
106,43,20150101,17,50,5,1,16.5,16.5
107,43,20150101,17,54,5,1,20.75,20.75
108,44,20150101,17,88,5,1,12.5,12.5
109,45,20150101,17,75,5,1,17.95,17.95
110,45,20150101,17,25,5,1,10.5,10.5
111,45,20150101,17,17,5,1,16.75,16.75
112,46,20150101,18,12,5,1,20.75,20.75
113,46,20150101,18,24,5,1,20.5,20.5
114,46,20150101,18,17,5,1,16.75,16.75
115,47,20150101,18,15,5,1,20.75,20.75
116,47,20150101,18,94,5,1,12.0,12.0
117,48,20150101,18,11,5,1,16.75,16.75
118,48,20150101,18,76,5,1,12.0,12.0
119,48,20150101,18,57,5,1,20.75,20.75
120,48,20150101,18,66,5,1,20.75,20.75
121,49,20150101,18,60,5,1,20.25,20.25
122,50,20150101,18,43,5,1,25.5,25.5
123,51,20150101,18,3,5,1,20.75,20.75
124,51,20150101,18,36,5,1,17.5,17.5
125,52,20150101,18,27,5,1,16.5,16.5
126,52,20150101,18,87,5,1,20.25,20.25
127,52,20150101,18,66,5,1,20.75,20.75
128,53,20150101,18,34,5,1,11.0,11.0
129,53,20150101,18,68,5,1,16.5,16.5
130,54,20150101,19,56,5,1,16.5,16.5
131,54,20150101,19,18,5,1,20.75,20.75
132,55,20150101,19,52,5,1,12.5,12.5
133,55,20150101,19,66,5,1,20.75,20.75
134,56,20150101,19,23,5,1,16.0,16.0
135,56,20150101,19,84,5,1,20.25,20.25
136,56,20150101,19,14,5,1,16.75,16.75
137,57,20150101,19,23,5,1,16.0,16.0
138,58,20150101,19,72,5,1,18.5,18.5
139,58,20150101,19,38,5,1,12.5,12.5
140,59,20150101,19,79,5,1,12.75,12.75
141,59,20150101,19,34,5,1,11.0,11.0
142,59,20150101,19,39,5,1,15.25,15.25
143,60,20150101,20,12,5,1,20.75,20.75
144,60,20150101,20,74,5,1,14.75,14.75
145,61,20150101,20,2,5,1,16.75,16.75
146,61,20150101,20,51,5,1,20.75,20.75
147,62,20150101,20,2,5,1,16.75,16.75
148,62,20150101,20,68,5,1,16.5,16.5
149,63,20150101,20,35,5,1,14.5,14.5
150,64,20150101,20,19,5,1,12.0,12.0
151,65,20150101,21,34,1,1,11.0,11.0
152,65,20150101,21,58,1,1,12.25,12.25
153,65,20150101,21,64,1,1,12.5,12.5
154,65,20150101,21,68,1,1,16.5,16.5
155,66,20150101,21,23,1,1,16.0,16.0
156,66,20150101,21,29,1,1,16.0,16.0
157,67,20150101,22,15,1,1,20.75,20.75
158,68,20150101,22,23,1,1,16.0,16.0
159,68,20150101,22,51,1,1,20.75,20.75
160,68,20150101,22,50,1,1,16.5,16.5
161,69,20150101,22,3,1,1,20.75,20.75
162,70,20150102,11,79,5,1,12.75,12.75
163,70,20150102,11,63,5,1,20.75,20.75
164,71,20150102,11,18,5,1,20.75,20.75
165,72,20150102,11,93,5,1,20.25,20.25
166,73,20150102,11,16,5,1,12.75,12.75
167,74,20150102,12,72,5,1,18.5,18.5
168,74,20150102,12,87,5,1,20.25,20.25
169,74,20150102,12,88,5,1,12.5,12.5
170,74,20150102,12,69,5,1,20.75,20.75
171,75,20150102,12,49,5,1,12.5,12.5
172,75,20150102,12,84,5,1,20.25,20.25
173,75,20150102,12,33,5,1,20.5,20.5
174,76,20150102,12,19,5,1,12.0,12.0
175,76,20150102,12,27,5,1,16.5,16.5
176,76,20150102,12,81,5,1,21.0,21.0
177,76,20150102,12,66,5,1,20.75,20.75
178,77,20150102,12,2,5,1,16.75,16.75
179,77,20150102,12,26,5,1,13.25,13.25
180,78,20150102,12,19,5,1,12.0,12.0
181,78,20150102,12,22,5,1,12.0,12.0
182,78,20150102,12,75,5,1,17.95,17.95
183,78,20150102,12,29,5,1,16.0,16.0
184,78,20150102,12,66,5,3,20.75,62.25
185,78,20150102,12,16,5,1,12.75,12.75
186,79,20150102,12,30,5,1,20.5,20.5
187,79,20150102,12,34,5,1,11.0,11.0
188,79,20150102,12,18,5,1,20.75,20.75
189,80,20150102,12,37,5,1,9.75,9.75
190,80,20150102,12,17,5,1,16.75,16.75
191,81,20150102,12,18,5,1,20.75,20.75
192,82,20150102,12,19,5,1,12.0,12.0
193,82,20150102,12,5,5,1,16.75,16.75
194,82,20150102,12,66,5,1,20.75,20.75
195,82,20150102,12,95,5,1,16.0,16.0
196,83,20150102,12,13,5,1,12.75,12.75
197,84,20150102,13,39,5,1,15.25,15.25
198,85,20150102,13,23,5,1,16.0,16.0
199,85,20150102,13,22,5,1,12.0,12.0
200,85,20150102,13,51,5,1,20.75,20.75
201,85,20150102,13,41,5,1,16.0,16.0
202,86,20150102,13,27,5,1,16.5,16.5
203,87,20150102,14,29,5,1,16.0,16.0
204,87,20150102,14,86,5,1,16.0,16.0
205,87,20150102,14,69,5,1,20.75,20.75
206,87,20150102,14,67,5,1,12.5,12.5
207,88,20150102,14,72,5,1,18.5,18.5
208,89,20150102,14,63,5,1,20.75,20.75
209,89,20150102,14,18,5,1,20.75,20.75
210,90,20150102,15,60,5,1,20.25,20.25
211,90,20150102,15,16,5,1,12.75,12.75
212,91,20150102,15,3,5,2,20.75,41.5
213,91,20150102,15,10,5,1,12.75,12.75
214,91,20150102,15,37,5,1,9.75,9.75
215,92,20150102,15,2,5,1,16.75,16.75
216,92,20150102,15,51,5,1,20.75,20.75
217,92,20150102,15,50,5,1,16.5,16.5
218,92,20150102,15,79,5,1,12.75,12.75
219,92,20150102,15,38,5,1,12.5,12.5
220,92,20150102,15,53,5,1,16.5,16.5
221,92,20150102,15,91,5,1,12.0,12.0
222,92,20150102,15,67,5,1,12.5,12.5
223,92,20150102,15,41,5,2,16.0,32.0
224,93,20150102,15,59,5,1,16.25,16.25
225,94,20150102,16,29,5,1,16.0,16.0
226,94,20150102,16,13,5,1,12.75,12.75
227,95,20150102,16,31,5,1,12.0,12.0
228,95,20150102,16,54,5,1,20.75,20.75
229,96,20150102,16,31,5,1,12.0,12.0
230,97,20150102,16,19,5,1,12.0,12.0
231,98,20150102,17,24,5,1,20.5,20.5
232,98,20150102,17,33,5,1,20.5,20.5
233,99,20150102,17,51,5,1,20.75,20.75
234,100,20150102,17,27,5,1,16.5,16.5
235,101,20150102,17,6,5,1,20.75,20.75
236,101,20150102,17,39,5,1,15.25,15.25
237,101,20150102,17,63,5,1,20.75,20.75
238,101,20150102,17,65,5,1,16.5,16.5
239,102,20150102,17,1,5,1,12.75,12.75
240,102,20150102,17,55,5,1,12.5,12.5
241,103,20150102,18,67,5,1,12.5,12.5
242,104,20150102,18,2,5,1,16.75,16.75
243,104,20150102,18,8,5,1,16.75,16.75
244,104,20150102,18,80,5,1,16.75,16.75
245,104,20150102,18,96,5,1,20.25,20.25
246,105,20150102,18,25,5,2,10.5,21.0
247,105,20150102,18,39,5,1,15.25,15.25
248,105,20150102,18,56,5,1,16.5,16.5
249,106,20150102,18,87,5,1,20.25,20.25
250,106,20150102,18,66,5,1,20.75,20.75
251,107,20150102,18,6,5,1,20.75,20.75
252,107,20150102,18,50,5,1,16.5,16.5
253,107,20150102,18,66,5,1,20.75,20.75
254,107,20150102,18,96,5,1,20.25,20.25
255,108,20150102,18,24,5,1,20.5,20.5
256,108,20150102,18,27,5,1,16.5,16.5
257,108,20150102,18,69,5,1,20.75,20.75
258,109,20150102,18,30,5,1,20.5,20.5
259,109,20150102,18,51,5,1,20.75,20.75
260,109,20150102,18,38,5,1,12.5,12.5
261,109,20150102,18,57,5,1,20.75,20.75
262,110,20150102,18,19,5,1,12.0,12.0
263,110,20150102,18,33,5,1,20.5,20.5
264,110,20150102,18,63,5,1,20.75,20.75
265,110,20150102,18,64,5,1,12.5,12.5
266,111,20150102,18,5,5,1,16.75,16.75
267,111,20150102,18,72,5,1,18.5,18.5
268,111,20150102,18,38,5,1,12.5,12.5
269,111,20150102,18,90,5,1,20.75,20.75
270,112,20150102,18,37,5,1,9.75,9.75
271,113,20150102,18,6,5,1,20.75,20.75
272,113,20150102,18,87,5,1,20.25,20.25
273,113,20150102,18,14,5,1,16.75,16.75
274,114,20150102,18,39,5,1,15.25,15.25
275,114,20150102,18,58,5,1,12.25,12.25
276,115,20150102,19,19,5,1,12.0,12.0
277,115,20150102,19,33,5,1,20.5,20.5
278,115,20150102,19,17,5,1,16.75,16.75
279,116,20150102,19,72,5,1,18.5,18.5
280,117,20150102,19,53,5,1,16.5,16.5
281,117,20150102,19,60,5,1,20.25,20.25
282,118,20150102,19,57,5,1,20.75,20.75
283,118,20150102,19,91,5,1,12.0,12.0
284,119,20150102,19,74,5,1,14.75,14.75
285,120,20150102,19,22,5,1,12.0,12.0
286,120,20150102,19,25,5,1,10.5,10.5
287,120,20150102,19,93,5,1,20.25,20.25
288,121,20150102,19,2,5,1,16.75,16.75
289,121,20150102,19,75,5,1,17.95,17.95
290,121,20150102,19,60,5,1,20.25,20.25
291,121,20150102,19,15,5,1,20.75,20.75
292,122,20150102,19,50,5,1,16.5,16.5
293,123,20150102,20,28,5,1,12.0,12.0
294,124,20150102,20,1,5,1,12.75,12.75
295,124,20150102,20,60,5,1,20.25,20.25
296,124,20150102,20,66,5,1,20.75,20.75
297,124,20150102,20,40,5,1,12.0,12.0
298,125,20150102,20,43,5,1,25.5,25.5
299,126,20150102,20,96,5,1,20.25,20.25
300,127,20150102,20,38,5,1,12.5,12.5
301,128,20150102,21,64,5,1,12.5,12.5
302,129,20150102,21,19,5,1,12.0,12.0
303,129,20150102,21,41,5,1,16.0,16.0
304,130,20150102,21,25,5,1,10.5,10.5
305,130,20150102,21,30,5,1,20.5,20.5
306,130,20150102,21,86,5,1,16.0,16.0
307,130,20150102,21,13,5,1,12.75,12.75
308,131,20150102,21,12,5,1,20.75,20.75
309,131,20150102,21,72,5,1,18.5,18.5
310,131,20150102,21,76,5,1,12.0,12.0
311,131,20150102,21,67,5,1,12.5,12.5
312,132,20150102,21,37,5,1,9.75,9.75
313,133,20150102,22,3,5,1,20.75,20.75
314,133,20150102,22,27,5,1,16.5,16.5
315,133,20150102,22,40,5,1,12.0,12.0
316,134,20150102,22,19,5,1,12.0,12.0
317,134,20150102,22,15,5,1,20.75,20.75
318,134,20150102,22,67,5,1,12.5,12.5
319,135,20150102,22,96,5,1,20.25,20.25
320,136,20150102,22,72,5,1,18.5,18.5
321,136,20150102,22,52,5,1,12.5,12.5
322,137,20150103,11,84,11,1,20.25,20.25
323,137,20150103,11,37,11,1,9.75,9.75
324,137,20150103,11,65,11,1,16.5,16.5
325,138,20150103,11,5,11,1,16.75,16.75
326,138,20150103,11,75,11,1,17.95,17.95
327,138,20150103,11,81,11,1,21.0,21.0
328,138,20150103,11,59,11,1,16.25,16.25
329,139,20150103,11,72,11,1,18.5,18.5
330,140,20150103,12,55,21,1,12.5,12.5
331,140,20150103,12,95,21,1,16.0,16.0
332,141,20150103,13,23,11,1,16.0,16.0
333,142,20150103,13,77,11,1,16.0,16.0
334,143,20150103,13,4,11,1,12.75,12.75
335,143,20150103,13,22,11,1,12.0,12.0
336,143,20150103,13,27,11,1,16.5,16.5
337,143,20150103,13,86,11,1,16.0,16.0
338,143,20150103,13,39,11,1,15.25,15.25
339,143,20150103,13,55,11,1,12.5,12.5
340,143,20150103,13,18,11,1,20.75,20.75
341,143,20150103,13,95,11,1,16.0,16.0
342,144,20150103,13,2,11,3,16.75,50.25
343,144,20150103,13,19,11,1,12.0,12.0
344,144,20150103,13,6,11,1,20.75,20.75
345,144,20150103,13,11,11,1,16.75,16.75
346,144,20150103,13,72,11,1,18.5,18.5
347,144,20150103,13,75,11,1,17.95,17.95
348,144,20150103,13,34,11,1,11.0,11.0
349,144,20150103,13,15,11,1,20.75,20.75
350,144,20150103,13,13,11,1,12.75,12.75
351,144,20150103,13,66,11,1,20.75,20.75
352,144,20150103,13,17,11,1,16.75,16.75
353,144,20150103,13,96,11,1,20.25,20.25
354,145,20150103,13,40,11,1,12.0,12.0
355,146,20150103,14,6,21,1,20.75,20.75
356,146,20150103,14,74,21,1,14.75,14.75
357,146,20150103,14,26,21,1,13.25,13.25
358,147,20150103,14,43,21,1,25.5,25.5
359,148,20150103,14,82,21,1,12.0,12.0
360,149,20150103,14,92,21,1,16.0,16.0
361,150,20150103,14,38,21,1,12.5,12.5
362,151,20150103,15,15,11,1,20.75,20.75
363,151,20150103,15,67,11,1,12.5,12.5
364,152,20150103,15,25,11,1,10.5,10.5
365,152,20150103,15,93,11,1,20.25,20.25
366,152,20150103,15,16,11,1,12.75,12.75
367,152,20150103,15,41,11,1,16.0,16.0
368,153,20150103,15,86,11,1,16.0,16.0
369,154,20150103,15,55,11,1,12.5,12.5
370,155,20150103,15,10,11,1,12.75,12.75
371,155,20150103,15,33,11,1,20.5,20.5
372,155,20150103,15,39,11,1,15.25,15.25
373,155,20150103,15,54,11,1,20.75,20.75
374,156,20150103,15,32,11,1,16.0,16.0
375,156,20150103,15,18,11,1,20.75,20.75
376,157,20150103,15,51,11,1,20.75,20.75
377,157,20150103,15,83,11,1,16.0,16.0
378,157,20150103,15,59,11,1,16.25,16.25
379,157,20150103,15,89,11,1,16.5,16.5
380,158,20150103,15,80,11,1,16.75,16.75
381,158,20150103,15,17,11,1,16.75,16.75
382,159,20150103,15,75,11,1,17.95,17.95
383,159,20150103,15,17,11,1,16.75,16.75
384,160,20150103,16,23,11,1,16.0,16.0
385,161,20150103,16,25,11,1,10.5,10.5
386,161,20150103,16,65,11,1,16.5,16.5
387,161,20150103,16,43,11,1,25.5,25.5
388,162,20150103,16,19,11,1,12.0,12.0
389,163,20150103,16,26,11,1,13.25,13.25
390,163,20150103,16,39,11,1,15.25,15.25
391,163,20150103,16,41,11,1,16.0,16.0
392,164,20150103,16,6,11,1,20.75,20.75
393,164,20150103,16,38,11,1,12.5,12.5
394,165,20150103,16,56,11,1,16.5,16.5
395,166,20150103,16,55,11,1,12.5,12.5
396,167,20150103,17,3,11,1,20.75,20.75
397,167,20150103,17,50,11,1,16.5,16.5
398,167,20150103,17,38,11,1,12.5,12.5
399,168,20150103,17,19,11,1,12.0,12.0
400,168,20150103,17,95,11,1,16.0,16.0
401,169,20150103,17,75,11,1,17.95,17.95
402,169,20150103,17,28,11,1,12.0,12.0
403,169,20150103,17,59,11,1,16.25,16.25
404,170,20150103,17,27,11,1,16.5,16.5
405,171,20150103,17,32,11,1,16.0,16.0
406,172,20150103,17,31,11,1,12.0,12.0
407,172,20150103,17,68,11,1,16.5,16.5
408,172,20150103,17,18,11,1,20.75,20.75
409,173,20150103,17,5,11,1,16.75,16.75
410,173,20150103,17,23,11,1,16.0,16.0
411,173,20150103,17,96,11,1,20.25,20.25
412,174,20150103,17,19,11,1,12.0,12.0
413,174,20150103,17,6,11,1,20.75,20.75
414,174,20150103,17,5,11,1,16.75,16.75
415,174,20150103,17,29,11,1,16.0,16.0
416,175,20150103,17,51,11,1,20.75,20.75
417,176,20150103,17,6,11,1,20.75,20.75
418,176,20150103,17,53,11,1,16.5,16.5
419,177,20150103,17,31,11,1,12.0,12.0
420,177,20150103,17,18,11,1,20.75,20.75
421,178,20150103,18,54,11,1,20.75,20.75
422,179,20150103,18,27,11,1,16.5,16.5
423,179,20150103,18,59,11,1,16.25,16.25
424,179,20150103,18,94,11,1,12.0,12.0
425,180,20150103,18,24,11,1,20.5,20.5
426,180,20150103,18,57,11,1,20.75,20.75
427,181,20150103,18,87,11,1,20.25,20.25
428,182,20150103,18,45,11,1,23.65,23.65
429,182,20150103,18,54,11,1,20.75,20.75
430,183,20150103,18,32,11,1,16.0,16.0
431,183,20150103,18,90,11,1,20.75,20.75
432,183,20150103,18,88,11,1,12.5,12.5
433,184,20150103,18,27,11,1,16.5,16.5
434,185,20150103,19,59,6,1,16.25,16.25
435,185,20150103,19,88,6,1,12.5,12.5
436,186,20150103,19,87,6,1,20.25,20.25
437,186,20150103,19,15,6,1,20.75,20.75
438,186,20150103,19,90,6,1,20.75,20.75
439,186,20150103,19,18,6,1,20.75,20.75
440,187,20150103,19,72,6,1,18.5,18.5
441,187,20150103,19,90,6,1,20.75,20.75
442,188,20150103,20,72,6,1,18.5,18.5
443,188,20150103,20,37,6,1,9.75,9.75
444,188,20150103,20,54,6,1,20.75,20.75
445,189,20150103,20,19,6,2,12.0,24.0
446,189,20150103,20,16,6,1,12.75,12.75
447,190,20150103,20,3,6,1,20.75,20.75
448,190,20150103,20,74,6,1,14.75,14.75
449,190,20150103,20,34,6,1,11.0,11.0
450,190,20150103,20,57,6,1,20.75,20.75
451,191,20150103,20,6,6,1,20.75,20.75
452,191,20150103,20,8,6,1,16.75,16.75
453,192,20150103,20,58,6,1,12.25,12.25
454,192,20150103,20,15,6,1,20.75,20.75
455,193,20150103,20,19,6,1,12.0,12.0
456,193,20150103,20,5,6,1,16.75,16.75
457,193,20150103,20,9,6,2,20.75,41.5
458,194,20150103,21,1,6,1,12.75,12.75
459,195,20150103,21,3,6,1,20.75,20.75
460,196,20150103,21,58,6,1,12.25,12.25
461,196,20150103,21,65,6,1,16.5,16.5
462,196,20150103,21,95,6,1,16.0,16.0
463,197,20150103,21,75,6,1,17.95,17.95
464,197,20150103,21,30,6,1,20.5,20.5
465,197,20150103,21,81,6,1,21.0,21.0
466,197,20150103,21,63,6,1,20.75,20.75
467,198,20150103,21,19,6,1,12.0,12.0
468,198,20150103,21,9,6,1,20.75,20.75
469,199,20150103,22,8,6,1,16.75,16.75
470,200,20150103,22,43,6,1,25.5,25.5
471,201,20150103,22,47,6,1,16.25,16.25
472,201,20150103,22,12,6,1,20.75,20.75
473,201,20150103,22,51,6,1,20.75,20.75
474,201,20150103,22,43,6,1,25.5,25.5
475,202,20150103,22,4,6,1,12.75,12.75
476,203,20150104,11,6,19,1,20.75,20.75
477,203,20150104,11,80,19,1,16.75,16.75
478,203,20150104,11,36,19,1,17.5,17.5
479,203,20150104,11,40,19,1,12.0,12.0
480,204,20150104,11,66,19,1,20.75,20.75
481,205,20150104,11,4,19,1,12.75,12.75
482,205,20150104,11,8,19,1,16.75,16.75
483,205,20150104,11,55,19,1,12.5,12.5
484,206,20150104,11,32,19,1,16.0,16.0
485,206,20150104,11,37,19,1,9.75,9.75
486,206,20150104,11,66,19,1,20.75,20.75
487,207,20150104,12,66,19,1,20.75,20.75
488,208,20150104,12,3,19,1,20.75,20.75
489,208,20150104,12,1,19,1,12.75,12.75
490,208,20150104,12,8,19,1,16.75,16.75
491,208,20150104,12,38,19,1,12.5,12.5
492,208,20150104,12,41,19,1,16.0,16.0
493,209,20150104,12,6,19,1,20.75,20.75
494,210,20150104,12,91,19,1,12.0,12.0
495,211,20150104,12,37,19,1,9.75,9.75
496,212,20150104,13,30,19,1,20.5,20.5
497,213,20150104,13,75,19,1,17.95,17.95
498,214,20150104,13,30,19,1,20.5,20.5
499,214,20150104,13,50,19,1,16.5,16.5
500,214,20150104,13,85,19,1,12.0,12.0
501,214,20150104,13,89,19,1,16.5,16.5
502,215,20150104,13,76,19,1,12.0,12.0
503,216,20150104,14,2,19,1,16.75,16.75
504,216,20150104,14,72,19,1,18.5,18.5
505,216,20150104,14,27,19,1,16.5,16.5
506,217,20150104,14,23,19,1,16.0,16.0
507,217,20150104,14,91,19,1,12.0,12.0
508,218,20150104,14,65,19,1,16.5,16.5
509,219,20150104,14,3,19,1,20.75,20.75
510,219,20150104,14,72,19,1,18.5,18.5
511,219,20150104,14,53,19,1,16.5,16.5
512,219,20150104,14,92,19,1,16.0,16.0
513,220,20150104,15,25,19,1,10.5,10.5
514,220,20150104,15,28,19,1,12.0,12.0
515,220,20150104,15,33,19,1,20.5,20.5
516,220,20150104,15,66,19,1,20.75,20.75
517,221,20150104,15,72,19,1,18.5,18.5
518,221,20150104,15,56,19,1,16.5,16.5
519,221,20150104,15,40,19,1,12.0,12.0
520,222,20150104,15,75,19,1,17.95,17.95
521,222,20150104,15,58,19,1,12.25,12.25
522,223,20150104,16,34,19,1,11.0,11.0
523,224,20150104,16,7,19,1,12.75,12.75
524,224,20150104,16,50,19,1,16.5,16.5
525,224,20150104,16,32,19,1,16.0,16.0
526,224,20150104,16,18,19,1,20.75,20.75
527,225,20150104,16,3,19,1,20.75,20.75
528,225,20150104,16,2,19,1,16.75,16.75
529,225,20150104,16,13,19,1,12.75,12.75
530,226,20150104,16,24,19,1,20.5,20.5
531,227,20150104,17,2,20,1,16.75,16.75
532,227,20150104,17,41,20,1,16.0,16.0
533,228,20150104,17,79,20,1,12.75,12.75
534,229,20150104,17,81,20,1,21.0,21.0
535,229,20150104,17,57,20,1,20.75,20.75
536,229,20150104,17,88,20,1,12.5,12.5
537,230,20150104,17,17,20,1,16.75,16.75
538,231,20150104,18,6,5,1,20.75,20.75
539,231,20150104,18,31,5,1,12.0,12.0
540,231,20150104,18,55,5,1,12.5,12.5
541,232,20150104,18,2,5,1,16.75,16.75
542,232,20150104,18,69,5,1,20.75,20.75
543,233,20150104,18,91,5,1,12.0,12.0
544,234,20150104,18,8,5,1,16.75,16.75
545,234,20150104,18,49,5,1,12.5,12.5
546,234,20150104,18,32,5,1,16.0,16.0
547,235,20150104,18,5,5,1,16.75,16.75
548,236,20150104,19,24,1,1,20.5,20.5
549,236,20150104,19,77,1,1,16.0,16.0
550,237,20150104,19,76,1,1,12.0,12.0
551,238,20150104,19,90,1,1,20.75,20.75
552,239,20150104,19,51,1,1,20.75,20.75
553,239,20150104,19,17,1,1,16.75,16.75
554,240,20150104,20,74,1,1,14.75,14.75
555,241,20150104,20,59,1,1,16.25,16.25
556,241,20150104,20,69,1,1,20.75,20.75
557,242,20150104,20,47,1,1,16.25,16.25
558,242,20150104,20,18,1,1,20.75,20.75
559,242,20150104,20,95,1,1,16.0,16.0
560,243,20150104,20,24,1,1,20.5,20.5
561,243,20150104,20,67,1,1,12.5,12.5
562,244,20150104,20,49,1,1,12.5,12.5
563,244,20150104,20,66,1,1,20.75,20.75
564,245,20150104,20,3,1,1,20.75,20.75
565,245,20150104,20,12,1,1,20.75,20.75
566,246,20150104,20,8,1,1,16.75,16.75
567,246,20150104,20,39,1,1,15.25,15.25
568,247,20150104,20,26,1,1,13.25,13.25
569,247,20150104,20,59,1,1,16.25,16.25
570,247,20150104,20,67,1,1,12.5,12.5
571,248,20150104,20,25,1,1,10.5,10.5
572,248,20150104,20,18,1,1,20.75,20.75
573,249,20150104,21,3,1,1,20.75,20.75
574,249,20150104,21,46,1,1,12.25,12.25
575,250,20150104,21,74,1,1,14.75,14.75
576,251,20150104,21,86,1,1,16.0,16.0
577,252,20150104,22,56,1,1,16.5,16.5
578,253,20150104,22,45,1,1,23.65,23.65
579,254,20150104,22,3,1,1,20.75,20.75
